Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
26585.0,-19.85632233,12.09589323,-22.46408275,6.115541102,-15.14802152,-4.346724083,-15.64850747,13.27680481,-3.97416162,-8.859194059,5.730815537,-8.088033512,0.230824969,-8.578973273,0.000946637,-6.947746067,-13.47289701,-4.940210829,1.230142552,1.582929555,1.75072984,-1.409635709,-0.809809278,0.12139666,1.350300071,-0.224291874,1.597621368,0.476919818,99.99
149148.0,-1.502888732,-0.887739932,0.585543712,-0.752828325,2.474226149,-1.770962154,0.032402633,-0.01154372,-0.0531381,-0.76497832,-1.822916485,-0.437192803,-0.605570663,0.315793508,-0.499940589,0.281542851,-0.769633501,-0.39436833,-0.188429787,0.216058129,-0.137966334,-0.911843427,0.123626426,-0.744836161,-0.082501256,0.138790052,-0.020347312,0.152771497,1.98
126959.0,1.795396159,-0.679893445,-2.017148661,0.37352985,0.156961627,-0.647662178,0.356175852,-0.085573054,0.505214978,0.297301443,0.356617706,-0.564137131,-3.155313281,1.247762218,-0.75270943,-0.305375607,-0.087949051,-0.016258237,0.395113742,-0.12922287,0.098182126,-0.004840239,-0.002430193,0.698182288,0.061197548,0.552722088,-0.15015669,-0.065977031,136.0
28726.0,-29.87636551,16.43452455,-30.55869682,6.505861787,-21.6656543,-4.940356329,-20.08139107,19.58777262,-3.591491047,-7.800598208,3.947839717,-5.487911486,1.369940349,-4.829552443,-0.134412095,-5.121162405,-11.11819045,-4.65995587,0.608930081,1.724778838,1.812953975,-2.232251588,-1.412803443,0.17873107,2.156041858,-0.209384624,1.255648901,0.364530453,99.99
92092.0,-1.108478219,3.448952572,-6.216971806,3.021051618,-0.529900932,-2.551375175,-2.001742908,1.092432374,-0.836098369,-4.095648973,2.425950716,-6.067261945,1.83243272,-3.501702516,-1.004008205,-3.501281103,-2.941876324,-1.125741062,0.373714808,-0.068598381,0.825951491,1.14416979,0.208559482,-0.295497424,-0.690232196,-0.364749076,0.22932722,0.208829892,18.0
39411.0,1.321978696,-0.575195466,0.395503411,-0.551812648,-1.172344886,-1.03615164,-0.417695817,-0.228769753,-0.819610106,0.664582859,-0.508754126,-0.234832219,0.160393724,0.12638281,0.994191659,-1.163023023,-0.064971422,0.886025667,-0.768040506,-0.41038949,-0.468704867,-0.977936022,0.113434525,0.396269279,0.077503684,0.901030069,-0.063011119,0.017133129,43.89
61112.0,-0.817836913,0.859583979,1.715419787,-0.536329509,0.456756523,-0.931950155,1.001674271,-0.398503219,-0.042205511,0.119933635,1.575634966,-0.054892696,-1.188840618,-0.510789018,-0.066874336,0.614899625,-0.591916719,0.284902535,-0.517093152,0.051327971,-0.259052407,-0.527169036,-0.099863394,0.454038541,-0.464156722,-0.17906518,-0.287557752,-0.240537106,3.59
146998.0,-2.064239752,2.62973923,-0.748406253,0.69499204,0.418177986,1.392519734,-1.697801219,-6.333064612,1.72418428,-0.887241636,-1.594257792,-0.338775118,-0.978064513,-3.688825995,-1.487083423,0.526946021,2.3470229,1.691220005,-0.736110693,-1.4244862,6.215513991,-1.276908596,0.459861127,-1.051685475,0.20917836,-0.319859445,0.015433869,-0.0501165,8.0
40086.0,1.083692681,1.179501206,-1.346150391,1.998824401,0.818034176,-0.771419408,0.230307373,0.093683131,-0.167594342,-1.959809258,2.80433478,0.312424169,-0.595976467,-4.662576955,-0.29951502,1.001413919,3.902824784,1.619609227,-0.888087464,-0.060158538,-0.311999618,-0.639699711,-0.120249015,-0.180217694,0.609282565,-0.339524442,0.096701291,0.114971916,1.0
142570.0,1.995947394,0.131800267,-1.749395034,1.190378254,0.658598843,-0.596223995,0.536748402,-0.242392422,-0.012933024,0.426883153,0.348616392,0.81596289,-0.399881964,0.73315368,-1.17524841,-0.419650862,-0.515077851,-0.018018064,0.214117771,-0.266947081,0.079581745,0.398302704,-0.070233633,-0.463440177,0.473631478,-0.482762495,-0.021547105,-0.074904873,17.82
27187.0,-24.59024477,14.04456678,-26.27870059,6.320089265,-18.22451267,-4.609967826,-17.68100337,16.21362675,-3.794093469,-8.37275316,4.901682655,-6.872838664,0.769776763,-6.826584487,-0.05443418,-6.084952665,-12.37527053,-4.810344741,0.936742238,1.649202022,1.777062772,-1.804873686,-1.140604569,0.152234466,1.715997024,-0.220471199,1.434950581,0.422491858,99.99
56650.0,-8.762083394,2.791030282,-7.682766857,6.991213965,-5.230695451,-0.357387951,-9.685621456,1.749334945,-4.495678865,-7.864506479,4.77414774,-8.245897882,-1.33349186,-7.974250523,-0.398798947,-7.244340474,-12.76009395,-4.824740223,2.836992995,-0.460389539,-0.090526788,0.348589628,0.05113239,-0.415429872,0.219665266,0.330020365,-0.028251755,-0.156270273,7.52
163300.0,2.055216482,-0.828343116,-2.857252175,-0.644722956,0.492604348,-0.782742203,0.482505619,-0.389004118,-1.21607173,1.192336348,-0.015501002,-0.405873037,-1.188035162,1.112945979,-0.856360041,-1.840371819,-0.20001597,1.475821481,-0.190301792,-0.448565293,-0.043500763,0.149512699,-0.211610646,0.238207562,0.482471619,0.991918149,-0.159419908,-0.084731755,114.98
101597.0,0.913116135,1.145381087,-4.602877933,2.091803374,-0.473223859,-2.085435833,-1.671244032,0.094396586,0.337798765,-4.431809632,4.87197986,-5.395221177,1.332502156,-4.603796692,-0.777313548,-2.571891561,-3.003615305,-0.225441388,0.252273565,0.508984748,0.401415741,-0.084933416,-0.197684434,-0.283271079,0.387597336,-0.553526986,0.516274457,0.270828187,147.87
149829.0,-0.70781156,1.496885319,-1.225252069,-0.580504071,0.703234578,-0.201345568,0.437035646,0.502897574,0.025584462,-0.172370369,0.231285762,-0.245629018,-1.43969847,-0.26028292,-0.550479984,0.488941191,0.396192507,0.639950953,0.668366971,-0.027811568,-0.180086141,-0.568096054,0.258502538,-0.003891518,-1.305472293,0.058637242,0.167858161,0.325919923,10.74
85285.0,-6.713406972,3.921104152,-9.746678217,5.148262549,-5.15156272,-2.099388657,-5.937766832,3.578779604,-4.684951751,-8.537757687,6.348979303,-8.681608932,0.251179385,-11.60800226,-0.351568782,-5.363566433,-11.93909151,-3.58360287,0.897402406,0.135711323,0.954272202,-0.451086449,0.127214424,-0.339449869,0.394095514,1.075295099,1.649905909,-0.394905372,252.92
149582.0,-4.280583832,1.421100007,-3.908228843,2.94294608,-0.076205336,-2.002526,-2.874154733,-0.856005441,0.96367423,-3.235438957,3.341801927,-7.562860429,-1.847443427,-11.57142343,-1.481555842,-6.180918699,-9.285185983,-3.921722141,0.68551086,-0.19896278,-0.140061995,-0.90772022,-0.680107949,-0.349169893,0.056275892,-1.149922669,-1.80988612,0.723051433,1.1
32345.0,-3.217543082,2.453868982,0.450088038,3.513237151,0.825451689,-0.168210651,1.091478136,-0.582235724,-0.186056157,5.233059697,1.394961937,-0.334004206,-0.434946466,-0.467179828,0.198246519,-0.131641615,-0.610046647,0.097706233,0.513840553,0.562991429,-0.41371668,0.286533737,-0.058481313,0.314777719,0.116800261,0.176101178,0.389827386,0.431724168,21.99
152036.0,-4.320609215,3.199938707,-5.799736054,6.502330236,0.378479253,-1.948246371,-2.167859505,-0.728206712,-1.977238317,-3.473410704,4.569193752,-9.321152631,-1.592517651,-14.26683628,0.467776602,-4.066208555,-6.626968177,-1.437158419,-0.215409738,-0.263686068,0.476660425,0.434278328,-0.136939918,-0.620071695,0.642530576,0.280717348,-2.649106749,0.53364094,1.0
124267.0,-1.083994994,1.083092868,2.085600937,2.019707717,1.561198523,0.060076242,1.541419564,-0.361699244,-1.107516721,0.60660122,-1.839291535,-1.281398588,-1.385717216,-0.442458167,-2.236555751,0.706956535,-1.106367166,-0.48320629,-2.499015914,-0.215294905,-0.023824319,0.14282581,-0.629332404,-0.210890997,1.00572713,-0.014895459,-0.523347139,-0.362877665,11.76
55760.0,-6.003421676,-3.930731396,-0.007045455,1.714669183,3.414666602,-2.329582623,-1.90151169,-2.746111091,0.887673208,-0.049232856,-0.153131027,-0.814309846,-1.894795586,-0.831482609,1.387288695,1.188906759,0.536817323,-0.051403214,-1.231385502,-4.128185829,1.101671317,-0.992493707,-0.698258928,0.139897674,-0.205150796,-0.472412263,1.775378057,-0.104284626,311.91
44022.0,0.6477044,-2.503905259,-0.060740897,-1.312332747,-1.619729418,0.400628126,-0.759467728,0.082958915,-1.897992984,1.364073324,0.763015268,-0.655567623,-0.089176675,0.040321018,0.486711001,0.004442563,0.256679362,0.35976613,-0.179584321,0.492383394,-0.086808247,-0.890617758,-0.252644475,-0.724637466,-0.059199652,-0.397580911,-0.029602365,0.081254482,435.7
154352.0,-0.875346865,0.645340252,-1.267786798,-2.343857754,3.491338669,3.080201487,0.72526228,0.78223437,-0.241907611,-1.27389242,-0.018316982,-0.218000854,-0.56265454,-0.824527238,-0.499613837,0.594692535,-0.074062236,-0.476167737,-1.387696268,-0.319979979,-0.269983007,-0.877872339,0.158791289,0.588344737,-0.287529949,-0.034339879,-0.133972544,0.130334679,13.99
81372.0,-0.885254089,1.790649232,-0.945148961,3.853432747,-1.543510075,0.188582114,-2.988382756,1.344058551,-2.294534709,-1.88617599,1.904283593,-4.002414031,-0.936955588,-2.801915423,0.798328053,-2.348739926,-6.426734307,-0.827308425,1.732381758,0.370040521,0.746159905,0.550802012,-0.034882342,-0.567608404,-0.528317953,0.258782457,0.506892695,0.176735549,7.57
35585.0,-2.019000719,1.491269729,0.005221816,0.81725327,0.973252234,-0.639268313,-0.974072997,-3.146928891,-0.003159074,-0.121653218,0.024369606,-1.07381224,-2.002769109,-0.895433621,1.748936301,-0.103527024,2.03119575,0.317598357,0.386760637,-1.029964682,2.839596108,-1.185442841,-0.142811876,-0.086102938,-0.329113254,0.523601226,0.626282771,0.152439938,0.76
166028.0,-0.956390355,2.36159361,-3.171194607,1.970758779,0.474761354,-1.902598204,-0.055177812,0.277831229,-1.745854165,-2.516628002,0.874051625,-2.513104329,0.021575082,-3.565118845,0.461153428,-2.015712746,-1.731413191,-0.465814727,0.527619756,0.190876903,0.473211086,0.719400298,0.122457848,-0.255649852,-0.619259299,-0.484279995,0.683534593,0.443299499,39.9
12597.0,-2.589617198,7.016714385,-13.70540729,10.34322806,-2.954461035,-3.055115785,-9.301288615,3.349573361,-5.654212026,-11.85386697,11.66920474,-17.22866224,0.055571566,-18.49377336,-0.304172114,-10.62949739,-14.44121113,-5.105486466,1.270226271,1.488855192,1.887737726,0.333998185,0.287659041,-1.186406409,-0.69027267,0.631703772,1.93422076,0.789687172,1.0
41194.0,-7.896886153,5.381019523,-8.451161615,7.963928087,-7.86241943,-2.376819975,-11.94972346,5.051355673,-6.912076009,-11.58974831,6.645200726,-13.5420956,0.888247919,-12.62331605,1.002755196,-12.43227914,-23.24159715,-8.495298938,3.453942555,0.645974322,2.557943956,0.926277883,0.03279494,0.638072586,0.361887214,0.44457652,1.101923148,0.205958013,1.52
129983.0,2.180772939,-1.841467475,0.067614308,-1.57361504,-1.954220643,0.236662884,-2.078447509,0.164407984,-0.406160591,1.473526829,-1.400483581,-0.938236869,0.696232469,-1.032865309,0.575977496,0.288238444,0.016384897,0.819837379,-0.472542599,-0.304043844,0.06194384,0.622201143,0.241991305,0.463394894,-0.489046144,-0.11187862,0.068625351,-0.015705668,50.0
41505.0,-16.52650657,8.584971796,-18.64985319,9.505593515,-13.79381853,-2.832404299,-16.7016943,7.517343904,-8.507058637,-14.11018444,5.29923635,-10.83400648,1.671120253,-9.373858584,0.360805642,-9.899246541,-19.23629237,-8.398551995,3.101735369,-1.514923435,1.190738695,-1.127670009,-2.35857877,0.673461329,-1.413699675,-0.462762361,-2.018575249,-1.04280417,364.19
158638.0,-5.976119323,-7.196979631,-5.388315911,5.104798647,4.676532867,-5.56687006,-4.291180422,0.87653056,-1.075478087,-3.272569174,1.168215943,-2.134731971,1.12831322,-4.56600986,-0.126950407,-2.826985512,-2.865749701,-0.912934238,0.421144083,3.136338132,1.459369058,-0.136261687,0.848177174,-0.26991638,-1.095059604,-0.710905242,0.565846302,-1.034107187,296.0
76628.0,-0.466142067,0.729215305,2.557005877,1.597629511,-0.628207603,0.207327684,0.291004529,-0.081705428,0.243615839,0.06508358,-0.915297947,-0.778670436,-1.218347202,-0.26767416,1.022809419,-0.877212252,0.436643949,0.493502015,1.634720818,0.139825218,0.100362011,0.628185576,-0.403654048,0.413202163,0.273642663,0.032053194,-0.149748489,-0.138259033,30.39
169142.0,-1.927883321,1.125652664,-4.518330641,1.749292533,-1.566487292,-2.010494231,-0.882849831,0.697211109,-2.064945287,-5.587793782,2.115795177,-5.417424082,-1.235122631,-6.665176895,0.401700687,-2.897825117,-4.570529434,-1.315147214,0.391167041,1.252966735,0.778583979,-0.319188819,0.639418961,-0.29488504,0.537502536,0.788395057,0.292679966,0.147967929,390.0
81853.0,1.30179753,-1.170032243,-0.244465729,-1.515674575,-0.87000233,-0.295976111,-0.535384561,-0.100750308,-2.441687417,1.536297625,1.249755153,-0.142037101,0.392930428,0.175151618,-0.118222085,-0.646322427,0.562520741,-0.394186552,0.057341937,-0.157470295,-0.390949842,-0.998559381,0.046559888,-0.351427029,0.247605867,-0.427378434,-0.002259367,0.015141432,108.22
41413.0,-15.14044962,7.378042412,-16.35636736,9.194934914,-13.46616329,-2.958430501,-16.16553862,10.07525395,-7.901821126,-13.00940281,4.828235332,-11.05840142,1.998125576,-8.592047402,0.540385309,-10.6157453,-21.01789834,-8.397393052,3.18355895,-1.691481988,3.147428105,0.341677595,-1.150162471,0.795189735,-0.194542181,0.145963569,-2.458680348,-1.189887881,106.55
28658.0,-28.52426759,15.87692299,-29.46873209,6.447591402,-20.78600004,-4.865613418,-19.50108408,18.74887195,-3.642989819,-7.939642419,4.184673689,-5.835075215,1.215959645,-5.330143782,-0.118631138,-5.367775276,-11.43175691,-4.696924444,0.692688412,1.706889062,1.805769784,-2.119376168,-1.317449622,0.16984563,2.051687335,-0.210502,1.301733965,0.380246181,99.99
91075.0,-1.855060702,1.554963607,-1.405808829,0.669327346,-0.28022952,1.178652467,-3.459979066,-2.815154953,1.242228765,-4.15635448,2.209440752,-5.122314109,0.661297106,-3.10393772,-2.410869732,-2.425015632,-3.960622689,-0.125017788,0.600397288,0.536916458,-0.095308307,0.946628918,-0.297402959,-0.368343891,0.198731156,-0.078590592,0.366709356,0.073766717,38.76
71033.0,-3.170818415,0.185734555,-3.399851579,3.76115529,-2.148047028,-1.598944425,-2.519565318,1.316215011,-2.400106116,-4.993417038,4.447191766,-5.293760103,-1.419578299,-6.425276214,0.914083034,-3.515197166,-6.347453308,-0.903512166,1.191606268,1.932253725,1.092051134,-0.041080429,0.904395218,0.180015602,0.04997034,-0.257099838,0.859281566,0.225924186,426.4
46057.0,-1.309441346,1.786494949,-1.37107024,1.214335492,-0.336642222,-1.390119865,-1.709109107,0.66774759,-1.6998088,-3.84391104,2.962598791,-3.956045201,-1.539231919,-4.634631393,-0.248403491,-2.058551384,-5.635494004,-0.775271204,-0.239309654,0.253464129,0.533521286,-0.022179953,-0.299555851,-0.226416167,0.364360461,-0.475101785,0.571426304,0.293425837,1.0
155662.0,-1.928613267,4.601505587,-7.124052978,5.716088037,1.026578545,-3.189073067,-2.261896902,1.185096356,-4.441941615,-6.64615383,3.827868091,-6.518648822,0.251136548,-12.45670595,-0.649166482,-1.283145,-2.718559725,-0.085466089,-2.097385471,0.328795983,0.602290585,-0.541287465,-0.354639279,-0.701492058,-0.030972982,0.034069878,0.573393032,0.294686316,0.77
68202.0,-1.127899702,0.749964399,1.599892675,-0.556755953,1.520932427,-1.557634129,1.484840004,-0.506063037,-0.84407402,-0.809160421,-0.395996221,0.50552996,0.938953829,-0.073016584,-0.570514098,0.166656881,-1.06708296,-0.557371347,-1.753514295,0.005960723,0.05107043,0.129122269,-0.454151925,0.414807626,1.027686367,-0.571980454,-0.195311825,-0.167534795,0.89
12093.0,-4.696795224,2.693867479,-4.475132713,5.467684549,-1.556758075,-1.549420289,-4.104214873,0.553934075,-1.498468131,-4.594951763,5.275505851,-11.34902855,0.374549235,-8.138694884,0.548570894,-6.653594347,-10.24675541,-4.191066267,0.991486122,-0.158970549,0.573898081,-0.080162775,0.318407817,-0.245862203,0.338238432,0.032270621,-1.508457934,0.608074683,0.0
128733.0,-0.895189392,1.491243858,-0.54894956,-0.542847345,-0.27344306,-1.25894995,0.294428904,0.654136747,-0.190774633,-0.553083641,-1.189051382,0.477199942,0.144252865,0.674635658,-0.464577731,0.130571936,-0.07803391,-0.691378128,-0.128639607,-0.12053153,-0.203556089,-0.618293348,0.183749271,0.035341389,-0.392345449,0.146446895,0.106535174,0.02314224,9.99
406.0,-2.312226542,1.951992011,-1.609850732,3.997905588,-0.522187865,-1.426545319,-2.537387306,1.391657248,-2.770089277,-2.772272145,3.202033207,-2.899907388,-0.595221881,-4.289253782,0.38972412,-1.14074718,-2.830055675,-0.016822468,0.416955705,0.126910559,0.517232371,-0.035049369,-0.465211076,0.320198199,0.044519167,0.177839798,0.261145003,-0.143275875,0.0
122270.0,1.865102171,0.394507892,-0.64293606,3.722321415,0.556803311,0.676408485,-0.043561662,0.161355132,-0.892785405,1.536714453,0.240587576,0.502725703,-0.303599735,0.203993453,-2.129388993,0.608733192,-0.709087944,-0.080043186,-1.124787845,-0.281327902,0.128658145,0.478911377,0.11586679,0.696584469,0.098787261,0.047298813,-0.03293183,-0.054088407,7.56
100409.0,-0.342387451,-0.196129325,1.201253944,-1.327419378,-0.741833386,-0.570305858,-0.574234818,-0.228333123,0.958406531,0.249668796,0.178576865,-3.338907859,2.052729923,0.782320403,0.078996146,1.394803626,0.590052546,-0.560052274,0.258708199,-0.165678264,0.286211748,1.048439217,0.12862283,-0.054182445,-1.689067103,-0.481259378,-0.063310248,0.324557559,49.83
37314.0,1.438450055,-1.108186421,0.765152067,-1.183353827,-2.056694744,-1.345163624,-1.044207838,-0.147907443,-1.590913263,1.462229799,-0.242669655,-1.629023452,-1.438036516,0.09333244,0.825664621,-0.336101213,0.772680945,-0.183291288,-0.348117725,-0.429630677,-0.430672601,-1.031935694,0.286432653,0.798954713,-0.021241289,-0.508494428,0.021043148,0.032514582,30.0
90434.0,1.848432559,0.373363986,0.269271959,3.866437942,0.088061953,0.970447128,-0.721945224,0.235983235,0.68349097,1.166334905,1.297531263,-1.920965572,1.885046882,1.323225349,-2.044481898,1.317655046,-0.441075928,0.804104385,-1.658338557,-0.282777066,0.103562657,0.620953629,0.197076839,0.692392364,-0.206530111,-0.021327853,-0.019822803,-0.042681832,0.0
46149.0,-1.346508818,2.132430627,-1.854355318,2.116997706,-1.070378379,-1.092671357,-2.230986064,1.036424908,-1.895515736,-3.36401058,2.887047877,-3.784459658,-1.288904258,-3.985626008,0.531838298,-2.60370265,-5.157596397,-0.696010005,1.285961395,0.221918669,0.609508182,0.202874285,-0.060791387,-0.186733353,-0.017401227,-0.283751034,0.395451049,0.233138576,1.0
82450.0,1.31453919,0.590642763,-0.666593421,0.71656434,0.30197787,-1.125467465,0.388880528,-0.288389638,-0.132137451,-0.597738928,-0.32534664,-0.216435376,0.08420408,-1.054630562,0.967932033,0.601226266,0.631116638,0.295077968,-0.136150702,-0.058040405,-0.170307279,-0.429655035,-0.141340683,-0.200194626,0.639491494,0.399475692,-0.034321009,0.031692413,0.76
52222.0,-0.820158952,1.533816291,0.348268002,0.959055982,-0.80373382,-0.505717647,0.229738804,0.679652914,-1.253652697,-0.389423442,1.289733372,1.546780398,1.1304301,0.893261231,0.122459578,0.071823341,-0.126968708,0.452459395,0.539769827,-0.189845269,0.304264779,0.649766551,0.037322824,0.576146694,-0.134947963,-0.370888271,-0.273767722,-0.104778521,70.65
8528.0,0.447395553,2.481953866,-5.660813931,4.455922812,-2.443779754,-2.185040262,-4.716142945,1.249803252,-0.718326067,-5.390330256,6.454187525,-8.485346574,0.635281409,-7.019901559,0.539814071,-4.649864299,-6.288357509,-1.339312322,2.262984788,0.549612971,0.75605255,0.140167769,0.665411101,0.131463792,-1.908217412,0.334807599,0.748534285,0.175413794,1.0
42510.0,1.270318188,-0.873262788,1.03750282,-0.378283367,-1.535752037,-0.255721184,-1.097558637,0.120012872,-0.015830162,0.44400375,-0.293174631,-0.561453806,-0.623047023,-0.546323041,0.095504096,0.489286096,0.968786835,-1.707620368,0.17594494,0.001088423,0.320428115,1.036132561,-0.08369459,0.446796865,0.452014238,0.007112484,0.051232295,0.020013514,24.09
154024.0,-0.348468109,1.071707668,-1.986569717,-1.599706237,2.915072469,3.16960515,0.186222265,1.140047146,0.009331191,-0.504684543,0.102230271,-0.078551022,-0.397615052,-0.714486403,0.16144446,0.232884607,0.40860376,-0.381299381,-0.430174021,0.134521351,-0.374741762,-0.913435934,0.13454612,0.588328457,-0.37564091,0.14272066,0.062757918,-0.155083248,1.98
70704.0,-0.84029815,1.156162567,0.093707656,1.102563088,-1.255247478,-0.103896153,1.714668444,0.034868331,-0.551836245,-0.368536624,-0.828506994,0.288159834,0.312225801,0.380933451,0.044284011,-0.592542769,0.211946961,-0.144673369,0.619915296,0.033609775,0.124033545,0.559284846,0.139675623,0.416876926,-0.301300866,-0.332193658,0.310780502,0.125637529,283.91
155516.0,1.911464806,0.450069801,-0.574954592,3.920565971,0.291036723,-0.052380389,0.136529322,-0.100839938,-0.615584445,1.380776458,-1.636711187,-0.192535229,-0.151347466,-0.003643145,-1.513406365,0.491836859,-0.556340919,-0.472008786,-1.290600978,-0.300017038,0.068425386,0.370268775,0.060277822,-0.115442315,0.148695504,0.104013173,-0.027900347,-0.051377352,11.37
